participant_id,variant,image_id,ground_truth,initial_response,had_doubt,ai_confidence_score,post_suggestion_action,effective_final_response
P0029,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0029,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0029,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0029,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0029,alpha,alpha_07,real,real,no,82,confirm,real
P0029,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0029,alpha,alpha_09,real,real,no,55,confirm,real
P0029,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0029,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0029,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0029,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0029,alpha,alpha_14,AI_midjourney,real,no,66,confirm,real
P0029,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0030,alpha,alpha_01,real,real,yes,86,change,AI
P0030,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0030,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0030,alpha,alpha_04,AI_midjourney,real,yes,74,confirm,real
P0030,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0030,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0030,alpha,alpha_07,real,real,yes,82,confirm,real
P0030,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0030,alpha,alpha_09,real,real,yes,55,confirm,real
P0030,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0030,alpha,alpha_11,real,real,yes,91,confirm,real
P0030,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0030,alpha,alpha_13,AI_magnific,real,yes,85,change,AI
P0030,alpha,alpha_14,AI_midjourney,real,yes,66,confirm,real
P0030,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0031,alpha,alpha_01,real,real,no,86,confirm,real
P0031,alpha,alpha_02,AI_magnific,AI,no,88,confirm,AI
P0031,alpha,alpha_03,real,AI,no,78,confirm,AI
P0031,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0031,alpha,alpha_05,AI_magnific,AI,yes,67,change,real
P0031,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0031,alpha,alpha_07,real,real,no,82,confirm,real
P0031,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0031,alpha,alpha_09,real,AI,yes,55,change,real
P0031,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0031,alpha,alpha_11,real,real,yes,91,change,AI
P0031,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0031,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0031,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0031,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0032,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0032,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0032,alpha,alpha_03,real,real,yes,78,confirm,real
P0032,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0032,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0032,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0032,alpha,alpha_07,real,real,no,82,confirm,real
P0032,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0032,alpha,alpha_09,real,real,no,55,confirm,real
P0032,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0032,alpha,alpha_11,real,real,no,91,confirm,real
P0032,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0032,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0032,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0032,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0033,alpha,alpha_01,real,real,yes,86,confirm,real
P0033,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0033,alpha,alpha_03,real,AI,no,78,confirm,AI
P0033,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0033,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0033,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0033,alpha,alpha_07,real,real,yes,82,confirm,real
P0033,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0033,alpha,alpha_09,real,real,yes,55,confirm,real
P0033,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0033,alpha,alpha_11,real,real,yes,91,confirm,real
P0033,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0033,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0033,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0033,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0034,alpha,alpha_01,real,real,no,86,confirm,real
P0034,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0034,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0034,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0034,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0034,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0034,alpha,alpha_07,real,real,no,82,change,AI
P0034,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0034,alpha,alpha_09,real,real,yes,55,confirm,real
P0034,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0034,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0034,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0034,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0034,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0034,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0035,alpha,alpha_01,real,real,no,86,confirm,real
P0035,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0035,alpha,alpha_03,real,real,no,78,confirm,real
P0035,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0035,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0035,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0035,alpha,alpha_07,real,real,no,82,confirm,real
P0035,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0035,alpha,alpha_09,real,real,no,55,confirm,real
P0035,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0035,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0035,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0035,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0035,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0035,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0036,alpha,alpha_01,real,AI,no,86,confirm,AI
P0036,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0036,alpha,alpha_03,real,AI,no,78,confirm,AI
P0036,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0036,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0036,alpha,alpha_06,AI_midjourney,real,yes,38,confirm,real
P0036,alpha,alpha_07,real,real,no,82,confirm,real
P0036,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0036,alpha,alpha_09,real,real,yes,55,confirm,real
P0036,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0036,alpha,alpha_11,real,real,yes,91,change,AI
P0036,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0036,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0036,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0036,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0037,alpha,alpha_01,real,real,yes,86,confirm,real
P0037,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0037,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0037,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0037,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0037,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0037,alpha,alpha_07,real,real,yes,82,confirm,real
P0037,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0037,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0037,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0037,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0037,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0037,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0037,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0037,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0038,alpha,alpha_01,real,real,no,86,confirm,real
P0038,alpha,alpha_02,AI_magnific,real,yes,88,confirm,real
P0038,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0038,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0038,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0038,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0038,alpha,alpha_07,real,real,no,82,confirm,real
P0038,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0038,alpha,alpha_09,real,real,no,55,confirm,real
P0038,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0038,alpha,alpha_11,real,real,no,91,confirm,real
P0038,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0038,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0038,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0038,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0039,alpha,alpha_01,real,real,no,86,confirm,real
P0039,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0039,alpha,alpha_03,real,AI,no,78,confirm,AI
P0039,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0039,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0039,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0039,alpha,alpha_07,real,real,no,82,confirm,real
P0039,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0039,alpha,alpha_09,real,AI,no,55,confirm,AI
P0039,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0039,alpha,alpha_11,real,real,yes,91,confirm,real
P0039,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0039,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0039,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0039,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0040,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0040,alpha,alpha_02,AI_magnific,real,yes,88,confirm,real
P0040,alpha,alpha_03,real,real,no,78,confirm,real
P0040,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0040,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0040,alpha,alpha_06,AI_midjourney,real,yes,38,confirm,real
P0040,alpha,alpha_07,real,real,no,82,confirm,real
P0040,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0040,alpha,alpha_09,real,real,yes,55,confirm,real
P0040,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0040,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0040,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0040,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0040,alpha,alpha_14,AI_midjourney,real,yes,66,confirm,real
P0040,alpha,alpha_15,AI_magnific,real,yes,78,confirm,real
P0041,alpha,alpha_01,real,real,no,86,confirm,real
P0041,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0041,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0041,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0041,alpha,alpha_05,AI_magnific,AI,yes,67,change,real
P0041,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0041,alpha,alpha_07,real,real,no,82,confirm,real
P0041,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0041,alpha,alpha_09,real,real,no,55,confirm,real
P0041,alpha,alpha_10,AI_magnific,AI,yes,52,change,real
P0041,alpha,alpha_11,real,real,no,91,confirm,real
P0041,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0041,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0041,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0041,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0042,alpha,alpha_01,real,real,yes,86,change,AI
P0042,alpha,alpha_02,AI_magnific,real,yes,88,confirm,real
P0042,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0042,alpha,alpha_04,AI_midjourney,real,yes,74,confirm,real
P0042,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0042,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0042,alpha,alpha_07,real,real,yes,82,confirm,real
P0042,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0042,alpha,alpha_09,real,real,yes,55,confirm,real
P0042,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0042,alpha,alpha_11,real,real,yes,91,change,AI
P0042,alpha,alpha_12,AI_midjourney,real,yes,62,confirm,real
P0042,alpha,alpha_13,AI_magnific,real,yes,85,change,AI
P0042,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0042,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0043,alpha,alpha_01,real,real,no,86,confirm,real
P0043,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0043,alpha,alpha_03,real,AI,no,78,confirm,AI
P0043,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0043,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0043,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0043,alpha,alpha_07,real,real,no,82,confirm,real
P0043,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0043,alpha,alpha_09,real,AI,yes,55,change,real
P0043,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0043,alpha,alpha_11,real,real,no,91,confirm,real
P0043,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0043,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0043,alpha,alpha_14,AI_midjourney,real,no,66,confirm,real
P0043,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0044,alpha,alpha_01,real,real,yes,86,confirm,real
P0044,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0044,alpha,alpha_03,real,AI,no,78,confirm,AI
P0044,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0044,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0044,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0044,alpha,alpha_07,real,real,no,82,confirm,real
P0044,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0044,alpha,alpha_09,real,AI,no,55,change,real
P0044,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0044,alpha,alpha_11,real,real,yes,91,change,AI
P0044,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0044,alpha,alpha_13,AI_magnific,AI,no,85,confirm,AI
P0044,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0044,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0045,alpha,alpha_01,real,real,no,86,change,AI
P0045,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0045,alpha,alpha_03,real,AI,no,78,confirm,AI
P0045,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0045,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0045,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0045,alpha,alpha_07,real,real,no,82,confirm,real
P0045,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0045,alpha,alpha_09,real,real,no,55,confirm,real
P0045,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0045,alpha,alpha_11,real,real,yes,91,confirm,real
P0045,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0045,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0045,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0045,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0046,alpha,alpha_01,real,real,yes,86,confirm,real
P0046,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0046,alpha,alpha_03,real,real,yes,78,confirm,real
P0046,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0046,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0046,alpha,alpha_06,AI_midjourney,real,yes,38,confirm,real
P0046,alpha,alpha_07,real,real,no,82,confirm,real
P0046,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0046,alpha,alpha_09,real,real,no,55,confirm,real
P0046,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0046,alpha,alpha_11,real,real,no,91,confirm,real
P0046,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0046,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0046,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0046,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0047,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0047,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0047,alpha,alpha_03,real,AI,no,78,confirm,AI
P0047,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0047,alpha,alpha_05,AI_magnific,AI,no,67,change,real
P0047,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0047,alpha,alpha_07,real,real,no,82,confirm,real
P0047,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0047,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0047,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0047,alpha,alpha_11,real,real,yes,91,confirm,real
P0047,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0047,alpha,alpha_13,AI_magnific,AI,no,85,confirm,AI
P0047,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0047,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0048,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0048,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0048,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0048,alpha,alpha_04,AI_midjourney,real,no,74,change,AI
P0048,alpha,alpha_05,AI_magnific,real,no,67,confirm,real
P0048,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0048,alpha,alpha_07,real,real,no,82,change,AI
P0048,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0048,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0048,alpha,alpha_10,AI_magnific,AI,yes,52,change,real
P0048,alpha,alpha_11,real,AI,yes,91,change,real
P0048,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0048,alpha,alpha_13,AI_magnific,AI,yes,85,confirm,AI
P0048,alpha,alpha_14,AI_midjourney,AI,yes,66,change,real
P0048,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0049,alpha,alpha_01,real,real,no,86,confirm,real
P0049,alpha,alpha_02,AI_magnific,AI,yes,88,confirm,AI
P0049,alpha,alpha_03,real,real,yes,78,confirm,real
P0049,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0049,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0049,alpha,alpha_06,AI_midjourney,AI,no,38,confirm,AI
P0049,alpha,alpha_07,real,real,no,82,confirm,real
P0049,alpha,alpha_08,AI_midjourney,AI,no,78,confirm,AI
P0049,alpha,alpha_09,real,real,no,55,confirm,real
P0049,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0049,alpha,alpha_11,real,real,yes,91,change,AI
P0049,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0049,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0049,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0049,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0050,alpha,alpha_01,real,real,yes,86,confirm,real
P0050,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0050,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0050,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0050,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0050,alpha,alpha_06,AI_midjourney,AI,yes,38,change,real
P0050,alpha,alpha_07,real,real,no,82,confirm,real
P0050,alpha,alpha_08,AI_midjourney,real,yes,78,confirm,real
P0050,alpha,alpha_09,real,real,no,55,confirm,real
P0050,alpha,alpha_10,AI_magnific,AI,yes,52,confirm,AI
P0050,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0050,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0050,alpha,alpha_13,AI_magnific,real,yes,85,confirm,real
P0050,alpha,alpha_14,AI_midjourney,real,yes,66,confirm,real
P0050,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0051,alpha,alpha_01,real,real,yes,86,change,AI
P0051,alpha,alpha_02,AI_magnific,real,no,88,change,AI
P0051,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0051,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0051,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0051,alpha,alpha_06,AI_midjourney,real,yes,38,change,AI
P0051,alpha,alpha_07,real,real,no,82,confirm,real
P0051,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0051,alpha,alpha_09,real,real,no,55,confirm,real
P0051,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0051,alpha,alpha_11,real,real,yes,91,change,AI
P0051,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0051,alpha,alpha_13,AI_magnific,real,yes,85,change,AI
P0051,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0051,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0052,alpha,alpha_01,real,real,no,86,confirm,real
P0052,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0052,alpha,alpha_03,real,AI,yes,78,confirm,AI
P0052,alpha,alpha_04,AI_midjourney,real,no,74,confirm,real
P0052,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0052,alpha,alpha_06,AI_midjourney,AI,yes,38,confirm,AI
P0052,alpha,alpha_07,real,real,no,82,confirm,real
P0052,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0052,alpha,alpha_09,real,AI,yes,55,confirm,AI
P0052,alpha,alpha_10,AI_magnific,real,yes,52,confirm,real
P0052,alpha,alpha_11,real,AI,yes,91,confirm,AI
P0052,alpha,alpha_12,AI_midjourney,AI,yes,62,confirm,AI
P0052,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0052,alpha,alpha_14,AI_midjourney,AI,yes,66,confirm,AI
P0052,alpha,alpha_15,AI_magnific,AI,yes,78,confirm,AI
P0053,alpha,alpha_01,real,real,yes,86,confirm,real
P0053,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0053,alpha,alpha_03,real,AI,no,78,confirm,AI
P0053,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0053,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0053,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0053,alpha,alpha_07,real,real,no,82,confirm,real
P0053,alpha,alpha_08,AI_midjourney,AI,yes,78,confirm,AI
P0053,alpha,alpha_09,real,AI,no,55,confirm,AI
P0053,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0053,alpha,alpha_11,real,AI,no,91,confirm,AI
P0053,alpha,alpha_12,AI_midjourney,AI,no,62,confirm,AI
P0053,alpha,alpha_13,AI_magnific,real,no,85,confirm,real
P0053,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0053,alpha,alpha_15,AI_magnific,AI,no,78,confirm,AI
P0054,alpha,alpha_01,real,real,no,86,change,AI
P0054,alpha,alpha_02,AI_magnific,real,no,88,confirm,real
P0054,alpha,alpha_03,real,AI,no,78,confirm,AI
P0054,alpha,alpha_04,AI_midjourney,AI,yes,74,confirm,AI
P0054,alpha,alpha_05,AI_magnific,AI,yes,67,confirm,AI
P0054,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0054,alpha,alpha_07,real,real,no,82,confirm,real
P0054,alpha,alpha_08,AI_midjourney,real,yes,78,change,AI
P0054,alpha,alpha_09,real,real,yes,55,confirm,real
P0054,alpha,alpha_10,AI_magnific,AI,no,52,confirm,AI
P0054,alpha,alpha_11,real,real,yes,91,change,AI
P0054,alpha,alpha_12,AI_midjourney,real,no,62,confirm,real
P0054,alpha,alpha_13,AI_magnific,real,no,85,change,AI
P0054,alpha,alpha_14,AI_midjourney,AI,no,66,confirm,AI
P0054,alpha,alpha_15,AI_magnific,real,no,78,confirm,real
P0055,alpha,alpha_01,real,AI,yes,86,confirm,AI
P0055,alpha,alpha_02,AI_magnific,real,no,88,change,AI
P0055,alpha,alpha_03,real,AI,no,78,confirm,AI
P0055,alpha,alpha_04,AI_midjourney,AI,no,74,confirm,AI
P0055,alpha,alpha_05,AI_magnific,AI,no,67,confirm,AI
P0055,alpha,alpha_06,AI_midjourney,real,no,38,confirm,real
P0055,alpha,alpha_07,real,real,no,82,confirm,real
P0055,alpha,alpha_08,AI_midjourney,real,no,78,confirm,real
P0055,alpha,alpha_09,real,real,no,55,confirm,real
P0055,alpha,alpha_10,AI_magnific,real,no,52,confirm,real
P0055,alpha,alpha_11,real,AI,yes,91,confirm,AI
